0;1
0;2
0;3
0;4
0;5
0;6
0;7
0;9
0;10
0;11
0;12
0;16
0;17
0;19
0;20
0;21
0;22
0;23
0;24
0;25
0;26
0;27
0;28
0;29
0;30
0;31
0;32
0;34
0;35
0;36
0;37
0;39
0;40
0;43
0;44
0;45
0;46
0;47
0;48
0;49
1;2
1;3
1;4
1;6
1;7
1;8
1;9
1;11
1;12
1;13
1;17
1;23
1;24
1;25
1;26
1;27
1;28
1;29
1;30
1;31
1;34
1;35
1;37
1;38
1;39
1;40
1;42
1;43
1;45
1;47
1;49
2;3
2;4
2;6
2;7
2;8
2;9
2;11
2;12
2;13
2;17
2;21
2;22
2;23
2;24
2;25
2;26
2;27
2;28
2;29
2;30
2;34
2;35
2;37
2;38
2;39
2;40
2;42
2;43
2;45
2;47
2;49
3;4
3;6
3;7
3;8
3;9
3;11
3;12
3;13
3;17
3;23
3;24
3;25
3;26
3;28
3;29
3;30
3;34
3;35
3;37
3;38
3;39
3;40
3;42
3;45
3;47
3;49
4;5
4;6
4;7
4;9
4;10
4;11
4;12
4;16
4;17
4;19
4;20
4;21
4;22
4;23
4;24
4;25
4;26
4;27
4;28
4;29
4;30
4;31
4;32
4;34
4;35
4;36
4;37
4;39
4;40
4;43
4;44
4;45
4;46
4;47
4;48
4;49
5;10
5;14
5;15
5;16
5;17
5;18
5;19
5;20
5;21
5;23
5;26
5;27
5;28
5;31
5;32
5;33
5;36
5;39
5;43
5;44
5;46
5;48
6;7
6;8
6;9
6;11
6;12
6;13
6;17
6;19
6;21
6;22
6;23
6;24
6;25
6;26
6;27
6;28
6;29
6;30
6;34
6;35
6;37
6;38
6;39
6;40
6;42
6;43
6;45
6;46
6;47
6;49
7;9
7;10
7;11
7;12
7;17
7;19
7;20
7;21
7;22
7;23
7;24
7;25
7;26
7;27
7;28
7;29
7;30
7;31
7;34
7;35
7;36
7;37
7;39
7;40
7;42
7;43
7;44
7;45
7;46
7;47
7;48
7;49
8;9
8;11
8;12
8;13
8;25
8;29
8;30
8;34
8;35
8;38
8;41
8;42
8;45
8;47
9;11
9;12
9;17
9;20
9;21
9;23
9;24
9;25
9;26
9;27
9;28
9;29
9;30
9;31
9;34
9;35
9;37
9;38
9;39
9;40
9;42
9;43
9;45
9;47
9;49
10;11
10;14
10;16
10;17
10;18
10;19
10;20
10;21
10;23
10;26
10;27
10;28
10;31
10;32
10;33
10;36
10;37
10;39
10;40
10;43
10;44
10;46
10;48
10;49
11;12
11;17
11;19
11;20
11;21
11;22
11;23
11;24
11;25
11;26
11;27
11;28
11;29
11;30
11;31
11;34
11;35
11;37
11;38
11;39
11;40
11;42
11;43
11;44
11;45
11;46
11;47
11;48
11;49
12;13
12;17
12;23
12;24
12;25
12;26
12;27
12;28
12;29
12;30
12;34
12;35
12;37
12;38
12;39
12;40
12;42
12;45
12;47
12;49
13;22
13;29
13;38
13;42
13;45
13;47
14;15
14;16
14;18
14;32
14;33
14;36
14;48
15;16
15;18
15;32
15;33
16;17
16;18
16;19
16;20
16;21
16;27
16;28
16;31
16;32
16;33
16;36
16;37
16;39
16;40
16;43
16;44
16;46
16;48
17;19
17;20
17;21
17;22
17;23
17;24
17;25
17;26
17;27
17;28
17;29
17;30
17;31
17;32
17;34
17;35
17;36
17;37
17;39
17;40
17;43
17;44
17;45
17;46
17;47
17;48
17;49
18;19
18;20
18;21
18;27
18;31
18;32
18;33
18;36
18;44
18;46
18;48
19;20
19;21
19;23
19;24
19;26
19;27
19;28
19;31
19;32
19;33
19;35
19;36
19;37
19;39
19;40
19;43
19;44
19;46
19;48
19;49
20;21
20;23
20;24
20;25
20;26
20;27
20;28
20;30
20;31
20;34
20;35
20;36
20;37
20;39
20;40
20;43
20;44
20;46
20;48
20;49
21;23
21;24
21;26
21;27
21;28
21;29
21;31
21;32
21;33
21;34
21;35
21;36
21;37
21;39
21;40
21;43
21;44
21;46
21;48
21;49
22;35
22;37
22;38
22;40
22;42
22;47
22;49
23;24
23;25
23;26
23;27
23;28
23;29
23;30
23;31
23;34
23;35
23;36
23;37
23;39
23;40
23;43
23;44
23;45
23;46
23;47
23;48
23;49
24;25
24;26
24;27
24;28
24;29
24;30
24;34
24;37
24;39
24;40
24;43
24;44
24;45
24;46
24;47
24;49
25;26
25;27
25;28
25;29
25;30
25;31
25;34
25;35
25;37
25;38
25;39
25;40
25;42
25;43
25;45
25;47
25;49
26;27
26;28
26;29
26;30
26;31
26;34
26;35
26;36
26;37
26;39
26;40
26;43
26;44
26;45
26;46
26;47
26;48
26;49
27;28
27;29
27;30
27;31
27;32
27;34
27;35
27;36
27;37
27;39
27;40
27;43
27;44
27;45
27;46
27;47
27;48
27;49
28;29
28;30
28;31
28;34
28;35
28;36
28;37
28;39
28;40
28;43
28;44
28;45
28;46
28;47
28;48
28;49
29;30
29;34
29;35
29;37
29;38
29;39
29;40
29;42
29;43
29;45
29;47
29;49
30;34
30;35
30;37
30;38
30;39
30;40
30;42
30;43
30;45
30;47
30;49
31;34
31;35
31;36
31;37
31;39
31;40
31;43
31;44
31;46
31;48
31;49
32;33
32;37
32;40
32;44
32;46
32;48
33;46
33;48
34;35
34;37
34;38
34;39
34;40
34;42
34;43
34;45
34;47
34;49
35;36
35;37
35;38
35;39
35;40
35;42
35;43
35;45
35;47
35;48
35;49
36;37
36;39
36;40
36;46
36;48
36;49
37;39
37;40
37;42
37;43
37;44
37;45
37;46
37;47
37;48
37;49
38;42
38;45
38;47
38;49
39;40
39;43
39;44
39;45
39;46
39;47
39;48
39;49
40;42
40;43
40;44
40;45
40;46
40;47
40;48
40;49
42;45
42;47
42;49
43;44
43;45
43;46
43;47
43;48
43;49
44;46
44;48
45;47
45;49
46;48
46;49
47;49
48;49
50;51
50;52
50;54
50;58
50;65
50;75
50;76
50;77
50;86
51;52
51;54
51;56
51;58
51;61
51;63
51;65
51;70
51;73
51;74
51;75
51;76
51;77
51;78
51;85
51;86
51;91
51;97
51;126
51;127
51;138
52;54
52;56
52;58
52;65
52;75
52;76
52;77
52;86
52;110
53;59
53;62
53;67
53;69
53;79
53;80
53;81
53;82
53;89
53;90
53;92
53;94
53;96
53;99
54;56
54;58
54;63
54;65
54;68
54;72
54;73
54;74
54;75
54;76
54;77
54;78
54;86
54;87
54;91
54;97
54;123
54;126
54;127
54;133
54;138
54;146
55;61
55;63
55;66
55;67
55;71
55;73
55;78
55;82
55;84
55;88
55;89
55;90
55;91
55;92
55;94
55;95
55;96
55;97
55;99
55;138
56;58
56;63
56;65
56;70
56;73
56;74
56;75
56;77
56;78
56;85
56;86
56;91
56;97
56;110
56;123
56;126
56;127
56;133
56;138
56;149
57;60
57;93
57;98
58;63
58;65
58;72
58;73
58;74
58;75
58;76
58;77
58;78
58;86
58;87
58;91
58;97
58;123
58;126
58;133
59;64
59;69
59;80
59;81
59;82
59;88
59;89
59;90
59;92
59;94
59;95
59;96
59;99
60;81
60;93
61;63
61;66
61;67
61;70
61;71
